Lugar de condena;Tipo de Delito;Periodo;
15 Navarra, Comunidad Foral de;18.2.4 Falsificación de tarjetas de crédito;2019;0
15 Navarra, Comunidad Foral de;18.2.4 Falsificación de tarjetas de crédito;2018;0
15 Navarra, Comunidad Foral de;18.2.4 Falsificación de tarjetas de crédito;2017;0
15 Navarra, Comunidad Foral de;18.2.4 Falsificación de tarjetas de crédito;2016;0
15 Navarra, Comunidad Foral de;18.2.4 Falsificación de tarjetas de crédito;2015;0
15 Navarra, Comunidad Foral de;18.2.4 Falsificación de tarjetas de crédito;2014;0
15 Navarra, Comunidad Foral de;18.2.4 Falsificación de tarjetas de crédito;2013;0
15 Navarra, Comunidad Foral de;18.99 Otros delitos de las falsedades;2019;10
15 Navarra, Comunidad Foral de;18.99 Otros delitos de las falsedades;2018;4
15 Navarra, Comunidad Foral de;18.99 Otros delitos de las falsedades;2017;3
15 Navarra, Comunidad Foral de;18.99 Otros delitos de las falsedades;2016;1
15 Navarra, Comunidad Foral de;18.99 Otros delitos de las falsedades;2015;5
15 Navarra, Comunidad Foral de;18.99 Otros delitos de las falsedades;2014;2
15 Navarra, Comunidad Foral de;18.99 Otros delitos de las falsedades;2013;4
15 Navarra, Comunidad Foral de;19 Contra la Administración Pública;2019;24
15 Navarra, Comunidad Foral de;19 Contra la Administración Pública;2018;11
15 Navarra, Comunidad Foral de;19 Contra la Administración Pública;2017;18
15 Navarra, Comunidad Foral de;19 Contra la Administración Pública;2016;15
15 Navarra, Comunidad Foral de;19 Contra la Administración Pública;2015;14
15 Navarra, Comunidad Foral de;19 Contra la Administración Pública;2014;20
15 Navarra, Comunidad Foral de;19 Contra la Administración Pública;2013;14
15 Navarra, Comunidad Foral de;19.3 Desobediencia y denegación auxilio;2019;6
15 Navarra, Comunidad Foral de;19.3 Desobediencia y denegación auxilio;2018;7
15 Navarra, Comunidad Foral de;19.3 Desobediencia y denegación auxilio;2017;16
15 Navarra, Comunidad Foral de;19.3 Desobediencia y denegación auxilio;2016;13
15 Navarra, Comunidad Foral de;19.3 Desobediencia y denegación auxilio;2015;9
15 Navarra, Comunidad Foral de;19.3 Desobediencia y denegación auxilio;2014;12
15 Navarra, Comunidad Foral de;19.3 Desobediencia y denegación auxilio;2013;11
15 Navarra, Comunidad Foral de;19.99 Otros delitos contra la Administración Pública;2019;18
15 Navarra, Comunidad Foral de;19.99 Otros delitos contra la Administración Pública;2018;4
15 Navarra, Comunidad Foral de;19.99 Otros delitos contra la Administración Pública;2017;2
15 Navarra, Comunidad Foral de;19.99 Otros delitos contra la Administración Pública;2016;2
15 Navarra, Comunidad Foral de;19.99 Otros delitos contra la Administración Pública;2015;5
15 Navarra, Comunidad Foral de;19.99 Otros delitos contra la Administración Pública;2014;8
15 Navarra, Comunidad Foral de;19.99 Otros delitos contra la Administración Pública;2013;3
15 Navarra, Comunidad Foral de;20 Contra la Administración de Justicia;2019;250
15 Navarra, Comunidad Foral de;20 Contra la Administración de Justicia;2018;260
15 Navarra, Comunidad Foral de;20 Contra la Administración de Justicia;2017;228
15 Navarra, Comunidad Foral de;20 Contra la Administración de Justicia;2016;195
15 Navarra, Comunidad Foral de;20 Contra la Administración de Justicia;2015;183
15 Navarra, Comunidad Foral de;20 Contra la Administración de Justicia;2014;186
15 Navarra, Comunidad Foral de;20 Contra la Administración de Justicia;2013;168
15 Navarra, Comunidad Foral de;20.5 Acusación y denuncia falsa;2019;24
15 Navarra, Comunidad Foral de;20.5 Acusación y denuncia falsa;2018;22
15 Navarra, Comunidad Foral de;20.5 Acusación y denuncia falsa;2017;18
15 Navarra, Comunidad Foral de;20.5 Acusación y denuncia falsa;2016;26
15 Navarra, Comunidad Foral de;20.5 Acusación y denuncia falsa;2015;24
15 Navarra, Comunidad Foral de;20.5 Acusación y denuncia falsa;2014;41
15 Navarra, Comunidad Foral de;20.5 Acusación y denuncia falsa;2013;27
15 Navarra, Comunidad Foral de;20.5.1 Acusación y denuncias falsas;2019;6
15 Navarra, Comunidad Foral de;20.5.1 Acusación y denuncias falsas;2018;10
15 Navarra, Comunidad Foral de;20.5.1 Acusación y denuncias falsas;2017;7
15 Navarra, Comunidad Foral de;20.5.1 Acusación y denuncias falsas;2016;3
15 Navarra, Comunidad Foral de;20.5.1 Acusación y denuncias falsas;2015;5
15 Navarra, Comunidad Foral de;20.5.1 Acusación y denuncias falsas;2014;6
15 Navarra, Comunidad Foral de;20.5.1 Acusación y denuncias falsas;2013;6
15 Navarra, Comunidad Foral de;20.5.2 Simulación del delito;2019;18
15 Navarra, Comunidad Foral de;20.5.2 Simulación del delito;2018;12
15 Navarra, Comunidad Foral de;20.5.2 Simulación del delito;2017;11
15 Navarra, Comunidad Foral de;20.5.2 Simulación del delito;2016;23
15 Navarra, Comunidad Foral de;20.5.2 Simulación del delito;2015;19
15 Navarra, Comunidad Foral de;20.5.2 Simulación del delito;2014;35
15 Navarra, Comunidad Foral de;20.5.2 Simulación del delito;2013;21
15 Navarra, Comunidad Foral de;20.8 Quebrantamiento de condena;2019;212
15 Navarra, Comunidad Foral de;20.8 Quebrantamiento de condena;2018;227
15 Navarra, Comunidad Foral de;20.8 Quebrantamiento de condena;2017;189
15 Navarra, Comunidad Foral de;20.8 Quebrantamiento de condena;2016;155
15 Navarra, Comunidad Foral de;20.8 Quebrantamiento de condena;2015;144
15 Navarra, Comunidad Foral de;20.8 Quebrantamiento de condena;2014;132
15 Navarra, Comunidad Foral de;20.8 Quebrantamiento de condena;2013;133
15 Navarra, Comunidad Foral de;20.99 Otros delitos contra la Administración de Justicia;2019;14
15 Navarra, Comunidad Foral de;20.99 Otros delitos contra la Administración de Justicia;2018;11
15 Navarra, Comunidad Foral de;20.99 Otros delitos contra la Administración de Justicia;2017;21
15 Navarra, Comunidad Foral de;20.99 Otros delitos contra la Administración de Justicia;2016;14
15 Navarra, Comunidad Foral de;20.99 Otros delitos contra la Administración de Justicia;2015;15
15 Navarra, Comunidad Foral de;20.99 Otros delitos contra la Administración de Justicia;2014;13
15 Navarra, Comunidad Foral de;20.99 Otros delitos contra la Administración de Justicia;2013;8
15 Navarra, Comunidad Foral de;22 Contra el orden público;2019;235
15 Navarra, Comunidad Foral de;22 Contra el orden público;2018;257
15 Navarra, Comunidad Foral de;22 Contra el orden público;2017;252
15 Navarra, Comunidad Foral de;22 Contra el orden público;2016;221
15 Navarra, Comunidad Foral de;22 Contra el orden público;2015;222
15 Navarra, Comunidad Foral de;22 Contra el orden público;2014;203
15 Navarra, Comunidad Foral de;22 Contra el orden público;2013;226
15 Navarra, Comunidad Foral de;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2019;214
15 Navarra, Comunidad Foral de;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2018;236
15 Navarra, Comunidad Foral de;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2017;225
15 Navarra, Comunidad Foral de;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2016;217
15 Navarra, Comunidad Foral de;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2015;198
15 Navarra, Comunidad Foral de;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2014;169
15 Navarra, Comunidad Foral de;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2013;210
15 Navarra, Comunidad Foral de;22.2.1 Atentados contra la autoridad;2019;86
15 Navarra, Comunidad Foral de;22.2.1 Atentados contra la autoridad;2018;111
15 Navarra, Comunidad Foral de;22.2.1 Atentados contra la autoridad;2017;117
15 Navarra, Comunidad Foral de;22.2.1 Atentados contra la autoridad;2016;124
15 Navarra, Comunidad Foral de;22.2.1 Atentados contra la autoridad;2015;101
15 Navarra, Comunidad Foral de;22.2.1 Atentados contra la autoridad;2014;87
15 Navarra, Comunidad Foral de;22.2.1 Atentados contra la autoridad;2013;75
15 Navarra, Comunidad Foral de;22.2.2 Resistencia y desobediencia;2019;128
15 Navarra, Comunidad Foral de;22.2.2 Resistencia y desobediencia;2018;125
15 Navarra, Comunidad Foral de;22.2.2 Resistencia y desobediencia;2017;108
15 Navarra, Comunidad Foral de;22.2.2 Resistencia y desobediencia;2016;93
15 Navarra, Comunidad Foral de;22.2.2 Resistencia y desobediencia;2015;97
15 Navarra, Comunidad Foral de;22.2.2 Resistencia y desobediencia;2014;82
15 Navarra, Comunidad Foral de;22.2.2 Resistencia y desobediencia;2013;135
15 Navarra, Comunidad Foral de;22.99 Otros delitos contra el orden público;2019;21
15 Navarra, Comunidad Foral de;22.99 Otros delitos contra el orden público;2018;21
15 Navarra, Comunidad Foral de;22.99 Otros delitos contra el orden público;2017;27
15 Navarra, Comunidad Foral de;22.99 Otros delitos contra el orden público;2016;4
15 Navarra, Comunidad Foral de;22.99 Otros delitos contra el orden público;2015;24
15 Navarra, Comunidad Foral de;22.99 Otros delitos contra el orden público;2014;34
15 Navarra, Comunidad Foral de;22.99 Otros delitos contra el orden público;2013;16
15 Navarra, Comunidad Foral de;R Resto de delitos;2019;97
15 Navarra, Comunidad Foral de;R Resto de delitos;2018;55
15 Navarra, Comunidad Foral de;R Resto de delitos;2017;60
15 Navarra, Comunidad Foral de;R Resto de delitos;2016;32
15 Navarra, Comunidad Foral de;R Resto de delitos;2015;29
15 Navarra, Comunidad Foral de;R Resto de delitos;2014;34
15 Navarra, Comunidad Foral de;R Resto de delitos;2013;31
16 País Vasco;A Total Delitos;2019;18.697
16 País Vasco;A Total Delitos;2018;18.077
16 País Vasco;A Total Delitos;2017;17.118
16 País Vasco;A Total Delitos;2016;15.749
16 País Vasco;A Total Delitos;2015;10.589
16 País Vasco;A Total Delitos;2014;10.538
16 País Vasco;A Total Delitos;2013;10.969
16 País Vasco;1 Homicidio y sus formas;2019;47
16 País Vasco;1 Homicidio y sus formas;2018;35
16 País Vasco;1 Homicidio y sus formas;2017;41
16 País Vasco;1 Homicidio y sus formas;2016;28
16 País Vasco;1 Homicidio y sus formas;2015;47
16 País Vasco;1 Homicidio y sus formas;2014;42
16 País Vasco;1 Homicidio y sus formas;2013;42
16 País Vasco;1.1 Homicidio;2019;15
16 País Vasco;1.1 Homicidio;2018;10
16 País Vasco;1.1 Homicidio;2017;19
16 País Vasco;1.1 Homicidio;2016;11
16 País Vasco;1.1 Homicidio;2015;23
16 País Vasco;1.1 Homicidio;2014;22
16 País Vasco;1.1 Homicidio;2013;12
16 País Vasco;1.2 Asesinato;2019;8
16 País Vasco;1.2 Asesinato;2018;4
16 País Vasco;1.2 Asesinato;2017;4
16 País Vasco;1.2 Asesinato;2016;1
16 País Vasco;1.2 Asesinato;2015;9
16 País Vasco;1.2 Asesinato;2014;9
16 País Vasco;1.2 Asesinato;2013;14
16 País Vasco;1.3 Homicidio por imprudencia;2019;24
16 País Vasco;1.3 Homicidio por imprudencia;2018;21
16 País Vasco;1.3 Homicidio por imprudencia;2017;18
16 País Vasco;1.3 Homicidio por imprudencia;2016;16
16 País Vasco;1.3 Homicidio por imprudencia;2015;15
16 País Vasco;1.3 Homicidio por imprudencia;2014;11
16 País Vasco;1.3 Homicidio por imprudencia;2013;16
16 País Vasco;1.4 Inducción al suicidio;2019;0
16 País Vasco;1.4 Inducción al suicidio;2018;0
16 País Vasco;1.4 Inducción al suicidio;2017;0
16 País Vasco;1.4 Inducción al suicidio;2016;0
16 País Vasco;1.4 Inducción al suicidio;2015;""
16 País Vasco;1.4 Inducción al suicidio;2014;""
16 País Vasco;1.4 Inducción al suicidio;2013;0
16 País Vasco;3 Lesiones;2019;3.541
16 País Vasco;3 Lesiones;2018;3.498
16 País Vasco;3 Lesiones;2017;3.434
16 País Vasco;3 Lesiones;2016;2.779
16 País Vasco;3 Lesiones;2015;1.822
16 País Vasco;3 Lesiones;2014;1.865
16 País Vasco;3 Lesiones;2013;1.768
16 País Vasco;6 Contra la libertad;2019;1.501
16 País Vasco;6 Contra la libertad;2018;1.402
16 País Vasco;6 Contra la libertad;2017;1.366
16 País Vasco;6 Contra la libertad;2016;1.174
16 País Vasco;6 Contra la libertad;2015;648
16 País Vasco;6 Contra la libertad;2014;554
16 País Vasco;6 Contra la libertad;2013;514
16 País Vasco;6.2 Amenazas;2019;1.121
16 País Vasco;6.2 Amenazas;2018;1.033
16 País Vasco;6.2 Amenazas;2017;1.013
16 País Vasco;6.2 Amenazas;2016;878
16 País Vasco;6.2 Amenazas;2015;489
16 País Vasco;6.2 Amenazas;2014;430
16 País Vasco;6.2 Amenazas;2013;381
16 País Vasco;6.9 Coacciones y detenciones ilegales;2019;380
16 País Vasco;6.9 Coacciones y detenciones ilegales;2018;369
16 País Vasco;6.9 Coacciones y detenciones ilegales;2017;353
16 País Vasco;6.9 Coacciones y detenciones ilegales;2016;296
16 País Vasco;6.9 Coacciones y detenciones ilegales;2015;159
16 País Vasco;6.9 Coacciones y detenciones ilegales;2014;124
16 País Vasco;6.9 Coacciones y detenciones ilegales;2013;133
16 País Vasco;7 Torturas e integridad moral;2019;549
16 País Vasco;7 Torturas e integridad moral;2018;527
16 País Vasco;7 Torturas e integridad moral;2017;507
16 País Vasco;7 Torturas e integridad moral;2016;363
16 País Vasco;7 Torturas e integridad moral;2015;177
16 País Vasco;7 Torturas e integridad moral;2014;103
16 País Vasco;7 Torturas e integridad moral;2013;131
16 País Vasco;7.1 Trato degradante y violencia;2019;549
16 País Vasco;7.1 Trato degradante y violencia;2018;527
16 País Vasco;7.1 Trato degradante y violencia;2017;507
16 País Vasco;7.1 Trato degradante y violencia;2016;363
16 País Vasco;7.1 Trato degradante y violencia;2015;172
16 País Vasco;7.1 Trato degradante y violencia;2014;103
16 País Vasco;7.1 Trato degradante y violencia;2013;131
16 País Vasco;7.2 Tortura;2019;0
16 País Vasco;7.2 Tortura;2018;0
16 País Vasco;7.2 Tortura;2017;0
16 País Vasco;7.2 Tortura;2016;0
16 País Vasco;7.2 Tortura;2015;1
16 País Vasco;7.2 Tortura;2014;0
16 País Vasco;7.2 Tortura;2013;0
16 País Vasco;7.3 Otros;2019;0
16 País Vasco;7.3 Otros;2018;0
16 País Vasco;7.3 Otros;2017;0
16 País Vasco;7.3 Otros;2016;0
16 País Vasco;7.3 Otros;2015;4
16 País Vasco;7.3 Otros;2014;0
16 País Vasco;7.3 Otros;2013;0
16 País Vasco;8 Contra la libertad e indemnidad sexuales;2019;167
16 País Vasco;8 Contra la libertad e indemnidad sexuales;2018;151
16 País Vasco;8 Contra la libertad e indemnidad sexuales;2017;95
16 País Vasco;8 Contra la libertad e indemnidad sexuales;2016;86
16 País Vasco;8 Contra la libertad e indemnidad sexuales;2015;77
16 País Vasco;8 Contra la libertad e indemnidad sexuales;2014;91
16 País Vasco;8 Contra la libertad e indemnidad sexuales;2013;97
16 País Vasco;12 Contra las relaciones familiares;2019;138
16 País Vasco;12 Contra las relaciones familiares;2018;135
16 País Vasco;12 Contra las relaciones familiares;2017;135
16 País Vasco;12 Contra las relaciones familiares;2016;158
16 País Vasco;12 Contra las relaciones familiares;2015;174
16 País Vasco;12 Contra las relaciones familiares;2014;193
16 País Vasco;12 Contra las relaciones familiares;2013;165
16 País Vasco;12.3 Contra los derechos y deberes familiares;2019;138
16 País Vasco;12.3 Contra los derechos y deberes familiares;2018;135
16 País Vasco;12.3 Contra los derechos y deberes familiares;2017;135
16 País Vasco;12.3 Contra los derechos y deberes familiares;2016;158
16 País Vasco;12.3 Contra los derechos y deberes familiares;2015;174
16 País Vasco;12.3 Contra los derechos y deberes familiares;2014;192
16 País Vasco;12.3 Contra los derechos y deberes familiares;2013;165
16 País Vasco;12.3.1 Quebrantamiento de los deberes de custodia;2019;0
16 País Vasco;12.3.1 Quebrantamiento de los deberes de custodia;2018;0
16 País Vasco;12.3.1 Quebrantamiento de los deberes de custodia;2017;0
16 País Vasco;12.3.1 Quebrantamiento de los deberes de custodia;2016;0
16 País Vasco;12.3.1 Quebrantamiento de los deberes de custodia;2015;0
16 País Vasco;12.3.1 Quebrantamiento de los deberes de custodia;2014;1
16 País Vasco;12.3.1 Quebrantamiento de los deberes de custodia;2013;0
16 País Vasco;12.3.2 Sustracción de menores;2019;1
16 País Vasco;12.3.2 Sustracción de menores;2018;2
16 País Vasco;12.3.2 Sustracción de menores;2017;1
16 País Vasco;12.3.2 Sustracción de menores;2016;2
16 País Vasco;12.3.2 Sustracción de menores;2015;9
16 País Vasco;12.3.2 Sustracción de menores;2014;1
16 País Vasco;12.3.2 Sustracción de menores;2013;2
16 País Vasco;12.3.3 Abandono de familia;2019;137
16 País Vasco;12.3.3 Abandono de familia;2018;133
16 País Vasco;12.3.3 Abandono de familia;2017;134
16 País Vasco;12.3.3 Abandono de familia;2016;156
16 País Vasco;12.3.3 Abandono de familia;2015;165
16 País Vasco;12.3.3 Abandono de familia;2014;190
16 País Vasco;12.3.3 Abandono de familia;2013;163
16 País Vasco;12.99 Otros delitos contra las relaciones familiares;2019;0
16 País Vasco;12.99 Otros delitos contra las relaciones familiares;2018;0
16 País Vasco;12.99 Otros delitos contra las relaciones familiares;2017;0
16 País Vasco;12.99 Otros delitos contra las relaciones familiares;2016;0
16 País Vasco;12.99 Otros delitos contra las relaciones familiares;2015;0
16 País Vasco;12.99 Otros delitos contra las relaciones familiares;2014;1
16 País Vasco;12.99 Otros delitos contra las relaciones familiares;2013;0
16 País Vasco;13 Contra el patrimonio y el orden socioeconómico;2019;6.682
16 País Vasco;13 Contra el patrimonio y el orden socioeconómico;2018;6.583
16 País Vasco;13 Contra el patrimonio y el orden socioeconómico;2017;6.132
16 País Vasco;13 Contra el patrimonio y el orden socioeconómico;2016;5.776
16 País Vasco;13 Contra el patrimonio y el orden socioeconómico;2015;2.373
16 País Vasco;13 Contra el patrimonio y el orden socioeconómico;2014;1.994
16 País Vasco;13 Contra el patrimonio y el orden socioeconómico;2013;2.032
16 País Vasco;13.1 Hurtos;2019;3.916
16 País Vasco;13.1 Hurtos;2018;3.881
16 País Vasco;13.1 Hurtos;2017;3.557
16 País Vasco;13.1 Hurtos;2016;3.425
16 País Vasco;13.1 Hurtos;2015;881
16 País Vasco;13.1 Hurtos;2014;380
16 País Vasco;13.1 Hurtos;2013;373
16 País Vasco;13.2 Robos;2019;880
16 País Vasco;13.2 Robos;2018;876
16 País Vasco;13.2 Robos;2017;858
16 País Vasco;13.2 Robos;2016;936
16 País Vasco;13.2 Robos;2015;811
16 País Vasco;13.2 Robos;2014;982
16 País Vasco;13.2 Robos;2013;1.075
16 País Vasco;13.2.1 Robo con violencia;2019;264
16 País Vasco;13.2.1 Robo con violencia;2018;288
16 País Vasco;13.2.1 Robo con violencia;2017;234
16 País Vasco;13.2.1 Robo con violencia;2016;202
16 País Vasco;13.2.1 Robo con violencia;2015;217
16 País Vasco;13.2.1 Robo con violencia;2014;269
16 País Vasco;13.2.1 Robo con violencia;2013;293
16 País Vasco;13.2.2 Robo con fuerza;2019;616
16 País Vasco;13.2.2 Robo con fuerza;2018;588
16 País Vasco;13.2.2 Robo con fuerza;2017;624
16 País Vasco;13.2.2 Robo con fuerza;2016;734
16 País Vasco;13.2.2 Robo con fuerza;2015;594
16 País Vasco;13.2.2 Robo con fuerza;2014;713
16 País Vasco;13.2.2 Robo con fuerza;2013;782
16 País Vasco;13.4 Robo y hurto de uso de vehículo;2019;40
16 País Vasco;13.4 Robo y hurto de uso de vehículo;2018;49
16 País Vasco;13.4 Robo y hurto de uso de vehículo;2017;33
16 País Vasco;13.4 Robo y hurto de uso de vehículo;2016;57
16 País Vasco;13.4 Robo y hurto de uso de vehículo;2015;47
16 País Vasco;13.4 Robo y hurto de uso de vehículo;2014;44
16 País Vasco;13.4 Robo y hurto de uso de vehículo;2013;61
16 País Vasco;13.5 Usurpación;2019;54
16 País Vasco;13.5 Usurpación;2018;69
16 País Vasco;13.5 Usurpación;2017;51
16 País Vasco;13.5 Usurpación;2016;36
16 País Vasco;13.5 Usurpación;2015;27
16 País Vasco;13.5 Usurpación;2014;32
16 País Vasco;13.5 Usurpación;2013;41
16 País Vasco;13.6 Defraudaciones;2019;1.150
16 País Vasco;13.6 Defraudaciones;2018;1.112
16 País Vasco;13.6 Defraudaciones;2017;1.036
16 País Vasco;13.6 Defraudaciones;2016;823
16 País Vasco;13.6 Defraudaciones;2015;357
16 País Vasco;13.6 Defraudaciones;2014;326
16 País Vasco;13.6 Defraudaciones;2013;268
16 País Vasco;13.6.1 Estafas;2019;897
16 País Vasco;13.6.1 Estafas;2018;855
16 País Vasco;13.6.1 Estafas;2017;826
16 País Vasco;13.6.1 Estafas;2016;657
16 País Vasco;13.6.1 Estafas;2015;252
16 País Vasco;13.6.1 Estafas;2014;203
16 País Vasco;13.6.1 Estafas;2013;182
16 País Vasco;13.6.2 BIS Apropiación indebida;2019;230
16 País Vasco;13.6.2 BIS Apropiación indebida;2018;226
16 País Vasco;13.6.2 BIS Apropiación indebida;2017;195
16 País Vasco;13.6.2 BIS Apropiación indebida;2016;145
16 País Vasco;13.6.2 BIS Apropiación indebida;2015;90
16 País Vasco;13.6.2 BIS Apropiación indebida;2014;105
16 País Vasco;13.6.2 BIS Apropiación indebida;2013;77
16 País Vasco;13.6.3 Defraudaciones de fluido eléctrico;2019;23
16 País Vasco;13.6.3 Defraudaciones de fluido eléctrico;2018;31
16 País Vasco;13.6.3 Defraudaciones de fluido eléctrico;2017;15
16 País Vasco;13.6.3 Defraudaciones de fluido eléctrico;2016;21
16 País Vasco;13.6.3 Defraudaciones de fluido eléctrico;2015;15
16 País Vasco;13.6.3 Defraudaciones de fluido eléctrico;2014;18
16 País Vasco;13.6.3 Defraudaciones de fluido eléctrico;2013;9
16 País Vasco;13.9 Daños;2019;550
16 País Vasco;13.9 Daños;2018;492
16 País Vasco;13.9 Daños;2017;500
16 País Vasco;13.9 Daños;2016;390
16 País Vasco;13.9 Daños;2015;173
16 País Vasco;13.9 Daños;2014;152
16 País Vasco;13.9 Daños;2013;135
16 País Vasco;13.14 Receptación y blanqueo de capitales;2019;49
16 País Vasco;13.14 Receptación y blanqueo de capitales;2018;53
16 País Vasco;13.14 Receptación y blanqueo de capitales;2017;49
16 País Vasco;13.14 Receptación y blanqueo de capitales;2016;61
16 País Vasco;13.14 Receptación y blanqueo de capitales;2015;44
16 País Vasco;13.14 Receptación y blanqueo de capitales;2014;39
16 País Vasco;13.14 Receptación y blanqueo de capitales;2013;31
16 País Vasco;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2019;43
16 País Vasco;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2018;51
16 País Vasco;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2017;48
16 País Vasco;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2016;48
16 País Vasco;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2015;33
16 País Vasco;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2014;39
16 País Vasco;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2013;48
16 País Vasco;17 Contra la seguridad colectiva;2019;3.949
16 País Vasco;17 Contra la seguridad colectiva;2018;3.796
16 País Vasco;17 Contra la seguridad colectiva;2017;3.573
16 País Vasco;17 Contra la seguridad colectiva;2016;3.660
16 País Vasco;17 Contra la seguridad colectiva;2015;3.616
16 País Vasco;17 Contra la seguridad colectiva;2014;4.005
16 País Vasco;17 Contra la seguridad colectiva;2013;4.494
16 País Vasco;17.3 Contra la salud pública;2019;318
16 País Vasco;17.3 Contra la salud pública;2018;323
16 País Vasco;17.3 Contra la salud pública;2017;280
16 País Vasco;17.3 Contra la salud pública;2016;322
16 País Vasco;17.3 Contra la salud pública;2015;336
16 País Vasco;17.3 Contra la salud pública;2014;388
16 País Vasco;17.3 Contra la salud pública;2013;386
16 País Vasco;17.4 Contra la seguridad vial;2019;3.630
16 País Vasco;17.4 Contra la seguridad vial;2018;3.471
16 País Vasco;17.4 Contra la seguridad vial;2017;3.290
16 País Vasco;17.4 Contra la seguridad vial;2016;3.336
16 País Vasco;17.4 Contra la seguridad vial;2015;3.279
16 País Vasco;17.4 Contra la seguridad vial;2014;3.617
16 País Vasco;17.4 Contra la seguridad vial;2013;4.106
16 País Vasco;17.99 Otros delitos contra la seguridad colectiva;2019;1
16 País Vasco;17.99 Otros delitos contra la seguridad colectiva;2018;2
16 País Vasco;17.99 Otros delitos contra la seguridad colectiva;2017;3
16 País Vasco;17.99 Otros delitos contra la seguridad colectiva;2016;2
16 País Vasco;17.99 Otros delitos contra la seguridad colectiva;2015;1
16 País Vasco;17.99 Otros delitos contra la seguridad colectiva;2014;0
16 País Vasco;17.99 Otros delitos contra la seguridad colectiva;2013;2
16 País Vasco;18 Falsedades;2019;215
16 País Vasco;18 Falsedades;2018;226
16 País Vasco;18 Falsedades;2017;177
16 País Vasco;18 Falsedades;2016;198
16 País Vasco;18 Falsedades;2015;152
16 País Vasco;18 Falsedades;2014;200
16 País Vasco;18 Falsedades;2013;210
16 País Vasco;18.2 Falsedades documentales;2019;202
16 País Vasco;18.2 Falsedades documentales;2018;215
16 País Vasco;18.2 Falsedades documentales;2017;168
16 País Vasco;18.2 Falsedades documentales;2016;185
16 País Vasco;18.2 Falsedades documentales;2015;148
16 País Vasco;18.2 Falsedades documentales;2014;196
16 País Vasco;18.2 Falsedades documentales;2013;194
16 País Vasco;18.2.1 Falsificación documentos públicos;2019;190
16 País Vasco;18.2.1 Falsificación documentos públicos;2018;173
16 País Vasco;18.2.1 Falsificación documentos públicos;2017;158
16 País Vasco;18.2.1 Falsificación documentos públicos;2016;171
16 País Vasco;18.2.1 Falsificación documentos públicos;2015;137
16 País Vasco;18.2.1 Falsificación documentos públicos;2014;174
16 País Vasco;18.2.1 Falsificación documentos públicos;2013;172
16 País Vasco;18.2.2 Falsificación documentos privados;2019;9
16 País Vasco;18.2.2 Falsificación documentos privados;2018;27
16 País Vasco;18.2.2 Falsificación documentos privados;2017;9
16 País Vasco;18.2.2 Falsificación documentos privados;2016;13
16 País Vasco;18.2.2 Falsificación documentos privados;2015;9
16 País Vasco;18.2.2 Falsificación documentos privados;2014;13
16 País Vasco;18.2.2 Falsificación documentos privados;2013;17
16 País Vasco;18.2.3 Falsificación de certificados;2019;3
16 País Vasco;18.2.3 Falsificación de certificados;2018;14
16 País Vasco;18.2.3 Falsificación de certificados;2017;0
16 País Vasco;18.2.3 Falsificación de certificados;2016;1
16 País Vasco;18.2.3 Falsificación de certificados;2015;1
16 País Vasco;18.2.3 Falsificación de certificados;2014;9
16 País Vasco;18.2.3 Falsificación de certificados;2013;4
16 País Vasco;18.2.4 Falsificación de tarjetas de crédito;2019;0
16 País Vasco;18.2.4 Falsificación de tarjetas de crédito;2018;1
16 País Vasco;18.2.4 Falsificación de tarjetas de crédito;2017;1
16 País Vasco;18.2.4 Falsificación de tarjetas de crédito;2016;0
16 País Vasco;18.2.4 Falsificación de tarjetas de crédito;2015;1
16 País Vasco;18.2.4 Falsificación de tarjetas de crédito;2014;0
16 País Vasco;18.2.4 Falsificación de tarjetas de crédito;2013;1
16 País Vasco;18.99 Otros delitos de las falsedades;2019;13
16 País Vasco;18.99 Otros delitos de las falsedades;2018;11
16 País Vasco;18.99 Otros delitos de las falsedades;2017;9
16 País Vasco;18.99 Otros delitos de las falsedades;2016;13
16 País Vasco;18.99 Otros delitos de las falsedades;2015;4
16 País Vasco;18.99 Otros delitos de las falsedades;2014;4
16 País Vasco;18.99 Otros delitos de las falsedades;2013;16
16 País Vasco;19 Contra la Administración Pública;2019;5
16 País Vasco;19 Contra la Administración Pública;2018;15
16 País Vasco;19 Contra la Administración Pública;2017;6
16 País Vasco;19 Contra la Administración Pública;2016;5
16 País Vasco;19 Contra la Administración Pública;2015;3
16 País Vasco;19 Contra la Administración Pública;2014;6
16 País Vasco;19 Contra la Administración Pública;2013;5
16 País Vasco;19.3 Desobediencia y denegación auxilio;2019;2
